Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,1341.1500244140625,1347.4000244140625,1317.5,1322.800048828125,1175.5013427734375,1351760
2018-01-02,1330.0,1334.800048828125,1310.0999755859375,1315.5999755859375,1169.10302734375,1920290
2018-01-03,1316.0,1334.5,1315.5999755859375,1319.324951171875,1172.413330078125,1257120
2018-01-04,1325.0,1331.0,1320.0,1328.550048828125,1180.6109619140625,913082
2018-01-05,1325.0,1349.75,1325.0,1344.5999755859375,1194.8739013671875,1153706
2018-01-08,1350.0,1363.425048828125,1340.925048828125,1357.199951171875,1206.0706787109375,1242220
2018-01-09,1357.5,1360.5,1338.2750244140625,1354.5,1203.6712646484375,2149396
2018-01-10,1355.5,1408.0,1347.324951171875,1403.300048828125,1247.037109375,3365850
2018-01-11,1405.0,1410.949951171875,1391.0999755859375,1395.25,1239.8836669921875,2520744
2018-01-12,1402.5,1402.5,1370.2750244140625,1388.175048828125,1233.5966796875,3360314
2018-01-15,1388.574951171875,1404.0,1367.5250244140625,1373.050048828125,1220.156005859375,1457214
2018-01-16,1378.0,1430.824951171875,1375.2750244140625,1425.425048828125,1266.698486328125,4267752
2018-01-17,1435.0,1462.5,1431.074951171875,1444.4749755859375,1283.6275634765625,4280806
2018-01-18,1448.5,1466.5,1434.0250244140625,1459.0999755859375,1296.623779296875,2209478
2018-01-19,1465.2750244140625,1491.0,1451.824951171875,1479.6500244140625,1314.8853759765625,1820000
2018-01-22,1480.5,1567.3499755859375,1461.0,1558.199951171875,1387.9716796875,4367110
2018-01-23,1557.4749755859375,1571.175048828125,1545.0250244140625,1551.0,1381.5582275390625,3239610
2018-01-24,1545.0,1629.5250244140625,1541.324951171875,1587.300048828125,1413.8929443359375,5621538
2018-01-25,1587.5,1589.9000244140625,1540.5,1560.5250244140625,1390.0428466796875,3833844
2018-01-29,1565.699951171875,1612.5,1561.0,1599.425048828125,1424.6932373046875,3141060
2018-01-30,1590.0,1601.9000244140625,1571.8499755859375,1576.425048828125,1404.2056884765625,1574758
2018-01-31,1568.5,1575.0,1549.300048828125,1556.175048828125,1386.1680908203125,3043214
2018-02-01,1562.0,1595.0,1544.4000244140625,1569.300048828125,1397.8592529296875,2400630
2018-02-02,1560.0,1595.0,1551.7249755859375,1576.824951171875,1404.562255859375,2456490
2018-02-05,1555.0,1594.0,1538.425048828125,1551.5999755859375,1382.0927734375,2757742
2018-02-06,1505.0,1538.574951171875,1492.5,1498.625,1334.9052734375,2657306
2018-02-07,1513.5,1515.5,1473.7249755859375,1477.5250244140625,1316.1103515625,2180324
2018-02-08,1489.875,1513.800048828125,1479.5,1487.0999755859375,1324.6392822265625,2755004
2018-02-09,1475.0,1497.0,1448.324951171875,1485.8499755859375,1323.52587890625,2102458
2018-02-12,1489.1500244140625,1511.675048828125,1477.7750244140625,1483.6500244140625,1321.566162109375,1974562
2018-02-14,1485.0,1487.2249755859375,1446.25,1455.9000244140625,1296.847900390625,2847532
2018-02-15,1465.9749755859375,1471.5,1452.550048828125,1462.925048828125,1303.1053466796875,2465236
2018-02-16,1461.5,1499.800048828125,1461.5,1466.5250244140625,1306.31201171875,2515756
2018-02-19,1472.5,1476.6500244140625,1447.5999755859375,1461.800048828125,1302.1033935546875,1568224
2018-02-20,1464.0,1492.5250244140625,1463.949951171875,1472.375,1311.5230712890625,1889068
2018-02-21,1487.0,1531.300048828125,1480.0250244140625,1521.1500244140625,1354.96923828125,3089228
2018-02-22,1526.0,1539.5,1511.25,1525.0999755859375,1358.4881591796875,3463010
2018-02-23,1525.0,1544.5,1496.050048828125,1537.9000244140625,1369.8896484375,3362500
2018-02-26,1537.5,1544.9749755859375,1510.5999755859375,1515.8499755859375,1350.248046875,1363882
2018-02-27,1520.5,1539.2750244140625,1516.0,1521.175048828125,1354.9920654296875,1717800
2018-02-28,1517.5,1531.9749755859375,1510.7249755859375,1517.5250244140625,1351.7408447265625,2706864
2018-03-01,1524.5,1530.5999755859375,1510.0,1518.8499755859375,1352.9207763671875,1718124
2018-03-05,1524.5,1556.824951171875,1516.4749755859375,1552.925048828125,1383.2733154296875,2858168
2018-03-06,1561.0,1563.5,1515.074951171875,1521.4000244140625,1355.1922607421875,1906764
2018-03-07,1535.0,1544.5,1509.25,1513.7249755859375,1348.355712890625,1917772
2018-03-08,1527.449951171875,1527.449951171875,1493.75,1501.9749755859375,1337.889404296875,1951826
2018-03-09,1502.5,1531.5999755859375,1488.5999755859375,1517.050048828125,1351.317138671875,1872436
2018-03-12,1521.5,1541.949951171875,1517.75,1526.074951171875,1359.3564453125,2091340
2018-03-13,1462.449951171875,1469.8499755859375,1436.0,1443.4000244140625,1285.7135009765625,88067154
2018-03-14,1446.4749755859375,1461.5250244140625,1437.5250244140625,1443.449951171875,1285.7578125,3668668
2018-03-15,1447.5,1451.2750244140625,1427.800048828125,1434.8499755859375,1278.097412109375,2348906
2018-03-16,1434.4000244140625,1436.0,1402.5,1412.8499755859375,1258.5008544921875,7197482
2018-03-19,1414.5,1424.0,1410.0,1415.5,1260.8612060546875,3489940
2018-03-20,1410.0,1436.5999755859375,1409.5,1432.425048828125,1275.9375,4024984
2018-03-21,1436.25,1442.1500244140625,1425.0,1428.375,1272.3297119140625,3907678
2018-03-22,1429.9749755859375,1437.9749755859375,1411.2750244140625,1415.675048828125,1261.01708984375,2326094
2018-03-23,1401.0,1417.050048828125,1399.0250244140625,1409.074951171875,1255.1380615234375,3654122
2018-03-26,1409.5,1413.699951171875,1390.7750244140625,1408.5,1254.626220703125,2964210
2018-03-27,1412.5,1431.5,1411.5250244140625,1423.8499755859375,1268.2989501953125,2494574
2018-03-28,1417.949951171875,1437.5,1412.5,1424.574951171875,1268.9449462890625,6865654
2018-04-02,1420.0,1457.0,1420.0,1454.824951171875,1295.8905029296875,1662988
2018-04-03,1446.050048828125,1464.949951171875,1446.050048828125,1455.625,1296.602783203125,1937290
2018-04-04,1464.7249755859375,1467.0,1446.0,1455.449951171875,1296.44677734375,2841820
2018-04-05,1463.2750244140625,1481.875,1460.175048828125,1478.9749755859375,1317.4017333984375,1809424
2018-04-06,1477.0,1480.0,1463.2750244140625,1475.1500244140625,1313.9945068359375,1129018
2018-04-09,1469.8499755859375,1481.75,1457.5,1461.949951171875,1302.2362060546875,1235866
2018-04-10,1462.8499755859375,1478.625,1462.8499755859375,1468.800048828125,1308.3385009765625,1184532
2018-04-11,1475.300048828125,1512.5,1472.800048828125,1507.074951171875,1342.4315185546875,3124416
2018-04-12,1505.0,1575.0,1503.9749755859375,1569.625,1398.148681640625,6114360
2018-04-13,1575.0,1620.4000244140625,1566.050048828125,1576.6500244140625,1404.406005859375,8179118
2018-04-16,1558.0,1599.9749755859375,1555.375,1593.824951171875,1419.704833984375,6270274
2018-04-17,1593.824951171875,1597.4749755859375,1573.5999755859375,1583.300048828125,1410.3299560546875,3301724
2018-04-18,1583.0,1596.7249755859375,1572.925048828125,1579.550048828125,1406.9892578125,2433066
2018-04-19,1589.949951171875,1608.5999755859375,1582.875,1595.574951171875,1421.2637939453125,4820952
2018-04-20,1625.0,1711.175048828125,1620.0,1701.2249755859375,1515.3717041015625,18465662
2018-04-23,1712.0,1778.949951171875,1694.7750244140625,1704.324951171875,1518.1326904296875,15185910
2018-04-24,1705.0,1721.574951171875,1671.25,1692.824951171875,1507.8895263671875,8314336
2018-04-25,1692.5,1741.5,1682.5250244140625,1735.125,1545.5682373046875,8196574
2018-04-26,1733.5,1780.0,1733.5,1769.625,1576.299560546875,12135034
2018-04-27,1762.5,1772.0,1710.0,1725.9749755859375,1537.4180908203125,4501330
2018-04-30,1725.9749755859375,1774.5,1718.800048828125,1766.050048828125,1573.1153564453125,3458558
2018-05-02,1765.25,1766.0999755859375,1735.6500244140625,1749.875,1558.7069091796875,3158046
2018-05-03,1754.9000244140625,1763.0,1735.199951171875,1740.925048828125,1550.73486328125,3761550
2018-05-04,1746.0,1748.5,1735.0,1740.375,1550.2449951171875,2347244
2018-05-07,1745.0,1745.0,1705.449951171875,1710.4749755859375,1523.6112060546875,3484426
2018-05-08,1717.3499755859375,1743.25,1698.3499755859375,1720.5999755859375,1532.630126953125,2992820
2018-05-09,1720.0999755859375,1747.375,1720.0999755859375,1744.6500244140625,1554.052734375,2615050
2018-05-10,1751.4749755859375,1755.574951171875,1720.0999755859375,1725.625,1537.1060791015625,3858678
2018-05-11,1727.0999755859375,1742.5,1721.25,1728.4749755859375,1539.64501953125,2627876
2018-05-14,1728.5,1735.5,1705.4000244140625,1716.7750244140625,1529.2230224609375,2433894
2018-05-15,1725.0,1747.9000244140625,1716.8499755859375,1741.199951171875,1550.9796142578125,1952890
2018-05-16,1739.9749755859375,1754.5,1737.625,1746.949951171875,1556.1014404296875,1648450
2018-05-17,1756.4749755859375,1766.574951171875,1738.0,1745.9000244140625,1555.1666259765625,2968048
2018-05-18,1740.4000244140625,1758.8499755859375,1729.0,1751.0250244140625,1559.7314453125,1874996
2018-05-21,1764.3499755859375,1796.0,1759.0250244140625,1778.375,1584.09326171875,3446178
2018-05-22,1779.0,1787.4749755859375,1746.8499755859375,1754.449951171875,1562.7822265625,1857416
2018-05-23,1762.5,1772.5,1740.5,1747.550048828125,1556.6357421875,1507298
2018-05-24,1755.0,1807.5,1751.175048828125,1801.8499755859375,1605.0040283203125,2962316
2018-05-25,1812.5,1837.4000244140625,1786.2750244140625,1792.9000244140625,1597.0316162109375,3769772
2018-05-28,1808.25,1808.25,1743.0,1751.0250244140625,1559.7314453125,3716798
2018-05-29,1764.949951171875,1772.0,1744.0,1761.75,1569.2847900390625,3525312
2018-05-30,1754.5250244140625,1766.5,1741.25,1757.050048828125,1565.09814453125,3779106
2018-05-31,1734.0,1759.050048828125,1726.0999755859375,1741.050048828125,1563.7510986328125,5049371
2018-06-01,1754.0,1757.5,1716.300048828125,1732.449951171875,1556.0267333984375,1603856
2018-06-04,1745.0,1749.0,1712.5999755859375,1744.25,1566.6248779296875,1681483
2018-06-05,1744.0,1751.9000244140625,1711.1500244140625,1721.5999755859375,1546.2816162109375,2449568
2018-06-06,1723.0,1734.9000244140625,1715.199951171875,1725.75,1550.0091552734375,2236512
2018-06-07,1725.0,1749.0,1723.800048828125,1735.550048828125,1558.8109130859375,2414762
2018-06-08,1735.0,1757.300048828125,1735.0,1747.0999755859375,1569.1846923828125,2582138
2018-06-11,1747.0999755859375,1763.0,1743.0,1749.699951171875,1571.5196533203125,2179378
2018-06-12,1757.0,1785.0,1753.0,1781.0,1599.632568359375,4608875
2018-06-13,1816.0,1831.6500244140625,1798.0,1824.0999755859375,1638.343505859375,5370983
2018-06-14,1830.0,1832.300048828125,1784.0,1787.550048828125,1605.5155029296875,3819998
2018-06-15,1800.0,1847.0999755859375,1788.5999755859375,1840.050048828125,1652.669189453125,9183574
2018-06-18,1867.949951171875,1867.949951171875,1822.1500244140625,1829.0,1642.744384765625,4674987
2018-06-19,1822.1500244140625,1839.0,1821.0,1824.5,1638.702880859375,3245034
2018-06-20,1832.0,1836.300048828125,1818.5999755859375,1822.449951171875,1636.8614501953125,3107695
2018-06-21,1832.0,1832.0,1817.5999755859375,1819.3499755859375,1634.076904296875,2910659
2018-06-22,1827.0,1827.0,1799.550048828125,1809.800048828125,1625.499755859375,2949458
2018-06-25,1811.9000244140625,1822.3499755859375,1806.0,1819.25,1633.987548828125,2083217
2018-06-26,1823.0,1861.0,1821.0,1852.0,1663.40234375,4679712
2018-06-27,1860.0,1885.1500244140625,1851.25,1858.0,1668.79150390625,4081208
2018-06-28,1865.0,1871.0,1826.300048828125,1842.699951171875,1655.049072265625,4888125
2018-06-29,1844.9000244140625,1867.4000244140625,1842.300048828125,1847.75,1659.5853271484375,3506276
2018-07-02,1852.0,1857.800048828125,1841.0999755859375,1851.3499755859375,1662.818359375,2650290
2018-07-03,1859.949951171875,1879.9000244140625,1857.050048828125,1874.050048828125,1683.20703125,3242233
2018-07-04,1879.9000244140625,1879.9000244140625,1857.1500244140625,1866.1500244140625,1676.1114501953125,2700614
2018-07-05,1873.0,1887.5,1862.0999755859375,1880.300048828125,1688.8204345703125,2472571
2018-07-06,1882.8499755859375,1921.0,1881.6500244140625,1912.949951171875,1718.1455078125,3713781
2018-07-09,1924.0,1924.4000244140625,1876.5,1883.0,1691.24560546875,6151747
2018-07-10,1898.0,1898.9000244140625,1870.75,1875.0999755859375,1684.1500244140625,5303302
2018-07-11,1900.0,1998.0,1894.1500244140625,1979.9000244140625,1778.2777099609375,22903802
2018-07-12,1984.0,1990.9000244140625,1960.5,1971.3499755859375,1770.598388671875,6921701
2018-07-13,1975.0,1997.9000244140625,1974.0,1981.0999755859375,1779.35546875,4148185
2018-07-16,1990.0,1996.0,1977.449951171875,1989.199951171875,1786.6304931640625,2582159
2018-07-17,1989.0,2009.0,1981.0,2002.1500244140625,1801.88525390625,3315492
2018-07-18,2005.0,2011.699951171875,1993.050048828125,2000.25,1800.17529296875,2013869
2018-07-19,2002.0999755859375,2010.449951171875,1970.0,1981.4000244140625,1783.2109375,1746318
2018-07-20,1984.9000244140625,2000.0,1984.0,1996.5999755859375,1796.8902587890625,1934995
2018-07-23,2001.0,2009.949951171875,1986.0,2005.6500244140625,1805.03515625,2086201
2018-07-24,2015.0,2015.0,1984.1500244140625,1999.0,1799.0504150390625,2038423
2018-07-25,2001.9000244140625,2002.0,1968.4000244140625,1981.5,1783.3009033203125,1535492
2018-07-26,1974.949951171875,1985.0,1955.0999755859375,1964.699951171875,1768.18115234375,3503036
2018-07-27,1960.8499755859375,1964.6500244140625,1940.300048828125,1943.75,1749.3265380859375,2033977
2018-07-30,1943.0,1954.699951171875,1931.550048828125,1944.5999755859375,1750.0914306640625,1579251
2018-07-31,1942.0,1947.0,1928.0,1940.199951171875,1746.131591796875,2204803
2018-08-01,1949.949951171875,1981.550048828125,1949.800048828125,1976.5,1778.8009033203125,2425180
2018-08-02,1980.0,1985.0,1945.0,1948.4000244140625,1753.51123046875,1509287
2018-08-03,1956.5,1982.050048828125,1956.5,1979.449951171875,1781.4556884765625,1505131
2018-08-06,1997.0,1998.949951171875,1972.25,1975.550048828125,1777.9459228515625,1532249
2018-08-07,1978.199951171875,1979.1500244140625,1960.5,1967.3499755859375,1770.56591796875,1353521
2018-08-08,1972.0,1978.300048828125,1962.0,1974.0,1776.5506591796875,1315062
2018-08-09,1980.0,1980.800048828125,1966.0,1974.3499755859375,1776.8658447265625,2060297
2018-08-10,1980.949951171875,1996.5,1972.050048828125,1993.0999755859375,1793.7406005859375,2784105
2018-08-13,1997.800048828125,2004.25,1990.0,2000.1500244140625,1800.085205078125,3559575
2018-08-14,1992.0,2024.5999755859375,1982.4000244140625,2003.550048828125,1803.14501953125,3311765
2018-08-16,2000.300048828125,2020.050048828125,1995.0,2008.5,1807.599853515625,2152065
2018-08-17,2013.8499755859375,2021.9000244140625,2004.0,2012.75,1811.4249267578125,1213731
2018-08-20,2024.0,2024.0,2003.699951171875,2009.949951171875,1808.9051513671875,1587032
